Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
8573,VSKP-TPTY WE,1,VSKP,VISAKHAPATNA,22:55:00,22:55:00,0,VSKP,VISAKHAPATNAM,TPTY,TIRUPATI
8574,TPTY-VSKP SP,15,VSKP,VISAKHAPATNA,06:50:00,06:50:00,759,TPTY,TIRUPATI,VSKP,VISAKHAPATNAM
11019,KONARK EXPRE,29,VSKP,VISAKHAPATNA,20:50:00,21:10:00,1498,CSMT,CST-MUMBAI,BBS,BHUBANESWAR
11020,KONARK EXPRE,11,VSKP,VISAKHAPATNA,22:15:00,22:35:00,442,BBS,BHUBANESWAR,CSMT,CST-MUMBAI
12253,YPR-BGP ANGA,12,VSKP,VISAKHAPATNA,08:30:00,08:50:00,1089,YPR,YESVANTPUR JN.,BGP,BHAGALPUR
12254,BGP-YPR ANGA,18,VSKP,VISAKHAPATNA,12:30:00,12:50:00,1391,BGP,BHAGALPUR,YPR,YESVANTPUR JN.
12375,MAS ASN  EXP,11,VSKP,VISAKHAPATNA,04:10:00,04:30:00,780,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12376,ASN MAS  EXP,17,VSKP,VISAKHAPATNA,09:35:00,09:55:00,947,ASN,ASANSOL MAIN,MAS,CHENNAI CENTRAL
12503,BNC - KYQ HU,7,VSKP,VISAKHAPATNA,05:10:00,05:30:00,1131,BNC,BANGALORE CANTT.,KYQ,KAMAKHYA JN
12504,KYQ - BNC HU,17,VSKP,VISAKHAPATNA,02:10:00,02:30:00,1901,KYQ,KAMAKHYA JN,BNC,BANGALORE CANTT.
12507,TVC - SCL EX,23,VSKP,VISAKHAPATNA,22:45:00,23:05:00,1696,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
12508,SCL - TVC EX,35,VSKP,VISAKHAPATNA,15:30:00,15:50:00,2236,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12509,SBC -GHY EXP,11,VSKP,VISAKHAPATNA,19:10:00,19:30:00,1137,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12510,GHY-SBC EXP,31,VSKP,VISAKHAPATNA,15:30:00,15:50:00,1856,GHY,GUWAHATI,BNC,BANGALORE CANTT.
12513,SC - GHY EXP,4,VSKP,VISAKHAPATNA,19:10:00,19:30:00,708,SC,SECUNDERABAD JN.,GHY,GUWAHATI
12514,GHY - SC EXP,27,VSKP,VISAKHAPATNA,15:30:00,15:50:00,1856,GHY,GUWAHATI,SC,SECUNDERABAD JN.
12515,TVC - SCL EX,22,VSKP,VISAKHAPATNA,19:10:00,19:30:00,1696,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
12516,SCL -TVC EXP,35,VSKP,VISAKHAPATNA,15:30:00,15:50:00,2236,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12659,NCJ-SHM GURU,30,VSKP,VISAKHAPATNA,22:45:00,23:05:00,1698,NCJ,NAGERCOIL JN.,SHM,SHALIMAR
12660,SHM-NCJ GURU,15,VSKP,VISAKHAPATNA,14:05:00,14:25:00,882,SHM,SHALIMAR,NCJ,NAGERCOIL JN.
12663,HWH-TPJ EXPR,10,VSKP,VISAKHAPATNA,05:35:00,05:55:00,884,HWH,HOWRAH JN.,TPJ,TIRUCHIRAPPALLI JN.
12664,TPJ-HWH EXP,15,VSKP,VISAKHAPATNA,11:40:00,12:00:00,1120,TPJ,TIRUCHIRAPPALLI JN.,HWH,HOWRAH JN.
12665,HWH-CAPE EXP,8,VSKP,VISAKHAPATNA,05:35:00,05:55:00,884,HWH,HOWRAH JN.,CAPE,KANNIYAKUMARI
12666,CAPE HWH EXP,25,VSKP,VISAKHAPATNA,11:40:00,12:00:00,1523,CAPE,KANNIYAKUMARI,HWH,HOWRAH JN.
12703,HWH-SC FALAK,15,VSKP,VISAKHAPATNA,21:05:00,21:25:00,884,HWH,HOWRAH JN.,SC,SECUNDERABAD JN.
12704,SC-HWH FALAK,12,VSKP,VISAKHAPATNA,03:30:00,03:50:00,664,SC,SECUNDERABAD JN.,HWH,HOWRAH JN.
12717,VSKP-BZA RAT,1,VSKP,VISAKHAPATNA,12:40:00,12:40:00,0,VSKP,VISAKHAPATNAM,BZA,VIJAYWADA JN.
12718,BZA-VSKP  RA,13,VSKP,VISAKHAPATNA,12:10:00,12:10:00,350,BZA,VIJAYWADA JN.,VSKP,VISAKHAPATNAM
12727,VSKP-HYB GOD,1,VSKP,VISAKHAPATNA,17:25:00,17:25:00,0,VSKP,VISAKHAPATNAM,HYB,HYDERABAD DECCAN
12728,HYB-VSKP GOD,21,VSKP,VISAKHAPATNA,05:50:00,05:50:00,719,HYB,HYDERABAD DECCAN,VSKP,VISAKHAPATNAM
12739,VSKP-SC GARI,1,VSKP,VISAKHAPATNA,20:30:00,20:30:00,0,VSKP,VISAKHAPATNAM,SC,SECUNDERABAD JN.
12740,SC-VSKP GARI,12,VSKP,VISAKHAPATNA,07:40:00,07:40:00,708,SC,SECUNDERABAD JN.,VSKP,VISAKHAPATNAM
12773,SHM-SC AC EX,11,VSKP,VISAKHAPATNA,05:35:00,05:55:00,882,SHM,SHALIMAR,SC,SECUNDERABAD JN.
12774,SC-SHM AC  E,6,VSKP,VISAKHAPATNA,17:30:00,17:50:00,708,SC,SECUNDERABAD JN.,SHM,SHALIMAR
12783,VSKP-SC SUF,1,VSKP,VISAKHAPATNA,18:55:00,18:55:00,0,VSKP,VISAKHAPATNAM,SC,SECUNDERABAD JN.
12784,SC-VSKP AC W,15,VSKP,VISAKHAPATNA,06:50:00,06:50:00,708,SC,SECUNDERABAD JN.,VSKP,VISAKHAPATNAM
12803,VSKP-NZM SWA,1,VSKP,VISAKHAPATNA,08:20:00,08:20:00,0,VSKP,VISAKHAPATNAM,NZM,HAZRAT NIZAMUDDIN JN
12804,VSKP SWRN J,21,VSKP,VISAKHAPATNA,17:30:00,00:00:00,2076,NZM,HAZRAT NIZAMUDDIN JN,VSKP,VISAKHAPATNAM
12805,VSKP-SC JANM,1,VSKP,VISAKHAPATNA,06:15:00,06:15:00,0,VSKP,VISAKHAPATNAM,SC,SECUNDERABAD JN.
12806,SC-VSKP JANM,21,VSKP,VISAKHAPATNA,19:40:00,19:40:00,689,SC,SECUNDERABAD JN.,VSKP,VISAKHAPATNAM
12807,VSKP-NZM SAM,1,VSKP,VISAKHAPATNA,06:25:00,06:25:00,0,VSKP,VISAKHAPATNAM,NZM,HAZRAT NIZAMUDDIN JN
12808,NZM-VSKP SAM,40,VSKP,VISAKHAPATNA,18:10:00,18:10:00,1895,NZM,HAZRAT NIZAMUDDIN JN,VSKP,VISAKHAPATNAM
12829,CEN-BBS WEEK,14,VSKP,VISAKHAPATNA,10:25:00,10:45:00,780,MAS,CHENNAI CENTRAL,BBS,BHUBANESWAR
12830,BBS-CEN WEEK,8,VSKP,VISAKHAPATNA,18:45:00,19:05:00,442,BBS,BHUBANESWAR,MAS,CHENNAI CENTRAL
12835,HTE-YPR  BI-,12,VSKP,VISAKHAPATNA,09:35:00,09:55:00,816,HTE,HATIA,YPR,YESVANTPUR JN.
12836,YPR-HTE BI-W,14,VSKP,VISAKHAPATNA,04:10:00,04:30:00,1075,YPR,YESVANTPUR JN.,HTE,HATIA
12839,HWH-MAS MAIL,19,VSKP,VISAKHAPATNA,13:50:00,14:10:00,884,HWH,HOWRAH JN.,MAS,CHENNAI CENTRAL
12840,MAS-HWH MAIL,17,VSKP,VISAKHAPATNA,13:00:00,13:20:00,780,MAS,CHENNAI CENTRAL,HWH,HOWRAH JN.
12841,HOWRAH-CHENN,10,VSKP,VISAKHAPATNA,04:00:00,04:20:00,884,HWH,HOWRAH JN.,MAS,CHENNAI CENTRAL
12842,COROMANDEL E,7,VSKP,VISAKHAPATNA,21:50:00,22:10:00,780,MAS,CHENNAI CENTRAL,HWH,HOWRAH JN.
12845,BBS-YPR S/FA,8,VSKP,VISAKHAPATNA,14:05:00,14:25:00,442,BBS,BHUBANESWAR,BNC,BANGALORE CANTT.
12846,BHUBANESHWAR,14,VSKP,VISAKHAPATNA,04:10:00,04:30:00,1068,BNC,BANGALORE CANTT.,BBS,BHUBANESWAR
12861,VSKP-KZJ LIN,1,VSKP,VISAKHAPATNA,15:05:00,15:05:00,0,VSKP,VISAKHAPATNAM,KZJ,KAZIPET JN.
12862,KZJ-VSKP LIN,19,VSKP,VISAKHAPATNA,13:30:00,13:30:00,576,KZJ,KAZIPET JN.,VSKP,VISAKHAPATNAM
12863,HOWRAH YESVA,15,VSKP,VISAKHAPATNA,10:40:00,11:00:00,884,HWH,HOWRAH JN.,YPR,YESVANTPUR JN.
12864,YPR HOWRAH E,21,VSKP,VISAKHAPATNA,15:55:00,16:15:00,1075,YPR,YESVANTPUR JN.,HWH,HOWRAH JN.
12867,HWH-PDY WEEK,7,VSKP,VISAKHAPATNA,12:30:00,12:50:00,884,HWH,HOWRAH JN.,PDY,PONDICHERRY
12868,PDY-HWH WKY,10,VSKP,VISAKHAPATNA,08:30:00,08:50:00,1038,PDY,PONDICHERRY,HWH,HOWRAH JN.
12889,TATA YPR EXP,13,VSKP,VISAKHAPATNA,09:35:00,09:55:00,815,TATA,TATANAGAR JN,YPR,YESVANTPUR JN.
12890,YPR TATA EXP,12,VSKP,VISAKHAPATNA,04:10:00,04:30:00,1075,YPR,YESVANTPUR JN.,TATA,TATANAGAR JN
12897,PDY-BBS WEEK,12,VSKP,VISAKHAPATNA,11:40:00,12:00:00,981,PDY,PONDICHERRY,BBS,BHUBANESWAR
12898,BBS-PDY S/F,8,VSKP,VISAKHAPATNA,18:45:00,19:05:00,442,BBS,BHUBANESWAR,PDY,PONDICHERRY
13351,DHANBAD - AL,42,VSKP,VISAKHAPATNA,09:05:00,09:25:00,1001,DHN,DHANBAD JN.,ALLP,ALLEPPEY
13352,ALLEPY-DHANB,57,VSKP,VISAKHAPATNA,15:15:00,15:35:00,1535,ALLP,ALLEPPEY,DHN,DHANBAD JN.
15227,YPR-MFP EXP,10,VSKP,VISAKHAPATNA,22:45:00,23:05:00,1144,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15228,MUZAFFARPUR-,26,VSKP,VISAKHAPATNA,14:05:00,14:25:00,1585,MFP,MUZAFFARPUR JN.,YPR,YESVANTPUR JN.
15629,TBM-GHY EXPR,8,VSKP,VISAKHAPATNA,11:40:00,12:00:00,809,TBM,TAMBARAM,GHY,GUWAHATI
15630,GHY-TBM EXPR,33,VSKP,VISAKHAPATNA,05:35:00,05:55:00,1987,GHY,GUWAHATI,TBM,TAMBARAM
15905,CAPE - DBRG,25,VSKP,VISAKHAPATNA,06:15:00,06:35:00,1727,CAPE,KANNIYAKUMARI,DBRG,DIBRUGARH
15906,DBRG - CAPE,33,VSKP,VISAKHAPATNA,01:10:00,01:30:00,2533,DBRG,DIBRUGARH,CAPE,KANNIYAKUMARI
