Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
22511,KARMABHOOMI,16,HWH,HOWRAH JN.,21:30:00,21:55:00,1956,LTT,LOKMANYA TILAK TERMINUS,KYQ,KAMAKHYA JN
22512,KARMABHOOMI,12,HWH,HOWRAH JN.,14:10:00,14:35:00,1042,KYQ,KAMAKHYA JN,LTT,LOKMANYA TILAK TERMINUS
22803,HWH-SBP S/F,1,HWH,HOWRAH JN.,20:55:00,20:55:00,0,HWH,HOWRAH JN.,SBP,SAMBALPUR JN.
22804,SBP-HWH S/F,11,HWH,HOWRAH JN.,07:05:00,07:05:00,663,SBP,SAMBALPUR JN.,HWH,HOWRAH JN.
22817,HWH-MYS SF E,1,HWH,HOWRAH JN.,16:10:00,16:10:00,0,HWH,HOWRAH JN.,MYS,MYSORE JN.
22818,MYS - HWH SF,23,HWH,HOWRAH JN.,14:50:00,14:50:00,2107,MYS,MYSORE JN.,HWH,HOWRAH JN.
22831,HWH-SRI SATY,1,HWH,HOWRAH JN.,15:35:00,15:35:00,0,HWH,HOWRAH JN.,SSPN,SRI SATYA SAI PRASANTI NILAYAM
22832,SRISATYASAIP,19,HWH,HOWRAH JN.,14:50:00,00:00:00,1764,SSPN,SRI SATYA SAI PRASANTI NILAYAM,HWH,HOWRAH JN.
22863,HWH-YPR WEEK,1,HWH,HOWRAH JN.,10:55:00,10:55:00,0,HWH,HOWRAH JN.,YPR,YESVANTPUR JN.
22864,YPR-HWH AC E,12,HWH,HOWRAH JN.,16:15:00,16:15:00,1959,YPR,YESVANTPUR JN.,HWH,HOWRAH JN.
22877,HWH-ERS ANTY,1,HWH,HOWRAH JN.,17:00:00,17:00:00,0,HWH,HOWRAH JN.,ERS,ERNAKULAM. JN
22878,ERS-HWH ANTY,24,HWH,HOWRAH JN.,14:50:00,14:50:00,2293,ERS,ERNAKULAM. JN,HWH,HOWRAH JN.
22887,HWH-YPR-HWH,1,HWH,HOWRAH JN.,12:40:00,12:40:00,0,HWH,HOWRAH JN.,YPR,YESVANTPUR JN.
22888,YPR-HWH HUMS,20,HWH,HOWRAH JN.,18:30:00,18:30:00,1973,YPR,YESVANTPUR JN.,HWH,HOWRAH JN.
22891,HWH-RNC INTE,1,HWH,HOWRAH JN.,12:50:00,12:50:00,0,HWH,HOWRAH JN.,RNC,RANCHI
22892,RNCHWH INTER,15,HWH,HOWRAH JN.,15:15:00,15:15:00,466,RNC,RANCHI,HWH,HOWRAH JN.
22893,SNSI-HWH EXP,16,HWH,HOWRAH JN.,19:30:00,19:30:00,1795,SNSI,SAI NAGAR SHIRDI,HWH,HOWRAH JN.
22894,HWH-SNSI EXP,1,HWH,HOWRAH JN.,14:35:00,14:35:00,0,HWH,HOWRAH JN.,SNSI,SAI NAGAR SHIRDI
22897,HWH-DGHA KAN,1,HWH,HOWRAH JN.,14:15:00,14:15:00,0,HWH,HOWRAH JN.,DGHA,DIGHA FS
22898,DGHA -HWHKAN,9,HWH,HOWRAH JN.,21:37:00,21:37:00,186,DGHA,DIGHA FS,HWH,HOWRAH JN.
22911,SHIPRA EXPRE,34,HWH,HOWRAH JN.,06:45:00,06:45:00,1744,INDB,INDORE BG,HWH,HOWRAH JN.
22912,SHIPRA EXP,1,HWH,HOWRAH JN.,17:45:00,17:45:00,0,HWH,HOWRAH JN.,INDB,INDORE BG
36011,HWH-BRPA LOC,1,HWH,HOWRAH JN.,09:40:00,09:40:00,0,HWH,HOWRAH JN.,BRPA,BARUI PARA
36012,BRPA-HWH LOC,9,HWH,HOWRAH JN.,11:35:00,00:00:00,26,BRPA,BARUI PARA,HWH,HOWRAH JN.
36031,HWH-CDAE LOC,1,HWH,HOWRAH JN.,08:45:00,08:45:00,0,HWH,HOWRAH JN.,CDAE,CHANDANPUR
36032,CDAE-HWH LOC,14,HWH,HOWRAH JN.,11:05:00,00:00:00,40,CDAE,CHANDANPUR,HWH,HOWRAH JN.
36033,HWH-CDAE LOC,1,HWH,HOWRAH JN.,10:30:00,10:30:00,0,HWH,HOWRAH JN.,CDAE,CHANDANPUR
36034,CDAE-HWH LOC,14,HWH,HOWRAH JN.,12:55:00,00:00:00,40,CDAE,CHANDANPUR,HWH,HOWRAH JN.
36035,HWH-CDAE LOC,1,HWH,HOWRAH JN.,00:00:00,13:50:00,0,HWH,HOWRAH JN.,CDAE,CHANDANPUR
36036,CDAE-HWH LOC,14,HWH,HOWRAH JN.,16:05:00,00:00:00,40,CDAE,CHANDANPUR,HWH,HOWRAH JN.
36037,HWH-CDAE LOC,1,HWH,HOWRAH JN.,17:55:00,17:55:00,0,HWH,HOWRAH JN.,CDAE,CHANDANPUR
36038,CDAE-HWH LOC,14,HWH,HOWRAH JN.,20:35:00,00:00:00,40,CDAE,CHANDANPUR,HWH,HOWRAH JN.
36071,HWH-GRAE LOC,1,HWH,HOWRAH JN.,05:05:00,05:05:00,0,HWH,HOWRAH JN.,GRAE,GURAP
36072,HOWRAH-GURAP,18,HWH,HOWRAH JN.,08:32:00,08:32:00,58,GRAE,GURAP,HWH,HOWRAH JN.
36081,HWH-MSAE LOC,1,HWH,HOWRAH JN.,05:40:00,05:40:00,0,HWH,HOWRAH JN.,MSAE,MASAGRAM
36082,MSAE-HWH LOC,24,HWH,HOWRAH JN.,09:45:00,09:45:00,72,MSAE,MASAGRAM,HWH,HOWRAH JN.
36083,HWH-MSAE LOC,1,HWH,HOWRAH JN.,15:05:00,15:05:00,0,HWH,HOWRAH JN.,MSAE,MASAGRAM
36084,MSAE-HWH LOC,24,HWH,HOWRAH JN.,19:15:00,00:00:00,72,MSAE,MASAGRAM,HWH,HOWRAH JN.
36085,HWH-MSAE LOC,1,HWH,HOWRAH JN.,16:30:00,16:30:00,0,HWH,HOWRAH JN.,MSAE,MASAGRAM
36086,MSAE-HWH LOC,24,HWH,HOWRAH JN.,20:05:00,00:00:00,72,MSAE,MASAGRAM,HWH,HOWRAH JN.
36087,HWH-MSAELOCA,1,HWH,HOWRAH JN.,19:20:00,19:20:00,0,HWH,HOWRAH JN.,MSAE,MASAGRAM
36088,MSAE-HWH LOC,22,HWH,HOWRAH JN.,23:42:00,00:00:00,72,MSAE,MASAGRAM,HWH,HOWRAH JN.
36811,HWH-BWN LOCA,1,HWH,HOWRAH JN.,03:55:00,03:55:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36812,BWN-HWH(CHOR,25,HWH,HOWRAH JN.,05:20:00,05:20:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36813,HWH-BWN LOCA,1,HWH,HOWRAH JN.,04:55:00,04:55:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36814,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,06:15:00,06:15:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36815,HWH-BWN LOCA,1,HWH,HOWRAH JN.,06:10:00,06:10:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36816,BWN-HWH(CHOR,28,HWH,HOWRAH JN.,07:04:00,07:04:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36817,HWH-BWN LOCA,1,HWH,HOWRAH JN.,07:07:00,07:07:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36818,BWN-HWH(CHOR,27,HWH,HOWRAH JN.,07:45:00,07:45:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36819,HWH- BWN LOC,1,HWH,HOWRAH JN.,08:25:00,08:25:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36820,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,08:15:00,08:15:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36821,HWH- BWN LOC,1,HWH,HOWRAH JN.,09:20:00,09:20:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36822,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,08:57:00,08:57:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36823,HWH- BWN LOC,1,HWH,HOWRAH JN.,10:15:00,10:15:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36824,BWN-HWH(CHOR,28,HWH,HOWRAH JN.,09:25:00,09:25:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36825,HWH - BWN(CH,1,HWH,HOWRAH JN.,11:22:00,11:22:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36826,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,09:37:00,09:37:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36827,HWH - BWN(CH,1,HWH,HOWRAH JN.,12:05:00,12:05:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36828,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,10:15:00,10:15:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36829,HWH-BWN CHOR,1,HWH,HOWRAH JN.,00:00:00,13:32:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36830,BWN-HWH(CHOR,2,HWH,HOWRAH JN.,10:05:00,10:05:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36831,HWH - BWN (C,1,HWH,HOWRAH JN.,14:45:00,14:45:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36832,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,11:20:00,11:20:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36833,HWH - BWN (C,1,HWH,HOWRAH JN.,15:30:00,15:30:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36834,BWN-HWH(CHOR,28,HWH,HOWRAH JN.,12:05:00,12:05:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36835,HWH - BWN (C,1,HWH,HOWRAH JN.,17:27:00,17:27:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36836,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,13:15:00,13:15:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36837,HWH - BWN (C,1,HWH,HOWRAH JN.,17:33:00,17:33:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36838,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,14:15:00,14:15:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36839,HWH - BWN (C,1,HWH,HOWRAH JN.,18:05:00,18:05:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36840,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,15:25:00,15:25:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36841,HWH - BWN (C,1,HWH,HOWRAH JN.,00:00:00,18:30:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36842,BWN-HWH(CHOR,28,HWH,HOWRAH JN.,16:20:00,16:20:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36843,HWH - BWN (C,1,HWH,HOWRAH JN.,00:00:00,18:57:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36844,BWN-HWH(CHOR,30,HWH,HOWRAH JN.,17:30:00,17:30:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36845,HWH - BWN (C,1,HWH,HOWRAH JN.,19:47:00,19:47:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36846,BWN-HWH(CHOR,30,HWH,HOWRAH JN.,18:45:00,18:45:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36847,HWH - BWN (C,1,HWH,HOWRAH JN.,20:20:00,20:20:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36848,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,19:55:00,19:55:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36849,HWH - BWN (C,1,HWH,HOWRAH JN.,20:48:00,20:48:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36850,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,20:47:00,20:47:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36851,HWH - BWN (C,1,HWH,HOWRAH JN.,21:42:00,21:42:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36852,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,21:40:00,21:40:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36853,HWH - BWN (C,1,HWH,HOWRAH JN.,22:10:00,22:10:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36854,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,22:10:00,22:10:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36855,HWH - BWN (C,1,HWH,HOWRAH JN.,23:15:00,23:15:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
36856,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,22:25:00,22:25:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36858,BWN-HWH(CHOR,29,HWH,HOWRAH JN.,22:45:00,22:45:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
36860,BWN-HWH(CHOR,30,HWH,HOWRAH JN.,00:03:00,00:03:00,94,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37011,HWH-SRP LOCA,1,HWH,HOWRAH JN.,07:45:00,07:45:00,0,HWH,HOWRAH JN.,SRP,SHRIRAMPUR
37012,SRP-HWH LOCA,9,HWH,HOWRAH JN.,09:15:00,09:15:00,19,SRP,SHRIRAMPUR,HWH,HOWRAH JN.
37013,HWH-SRP LOCA,1,HWH,HOWRAH JN.,09:20:00,09:20:00,0,HWH,HOWRAH JN.,SRP,SHRIRAMPUR
37014,SRP-HWH LOCA,9,HWH,HOWRAH JN.,10:36:00,10:36:00,19,SRP,SHRIRAMPUR,HWH,HOWRAH JN.
37017,HWH-SHRIRAMP,1,HWH,HOWRAH JN.,11:20:00,11:20:00,0,HWH,HOWRAH JN.,SRP,SHRIRAMPUR
37018,SRP-HWH LOCA,9,HWH,HOWRAH JN.,13:08:00,13:08:00,19,SRP,SHRIRAMPUR,HWH,HOWRAH JN.
37019,HWH-SHRIRAMP,1,HWH,HOWRAH JN.,14:35:00,14:35:00,0,HWH,HOWRAH JN.,SRP,SHRIRAMPUR
37020,SRP-HWH LOCA,9,HWH,HOWRAH JN.,15:55:00,15:55:00,19,SRP,SHRIRAMPUR,HWH,HOWRAH JN.
37021,HWH-SHRIRAMP,1,HWH,HOWRAH JN.,17:15:00,17:15:00,0,HWH,HOWRAH JN.,SRP,SHRIRAMPUR
37022,SRP-HWH LOCA,9,HWH,HOWRAH JN.,18:35:00,18:35:00,19,SRP,SHRIRAMPUR,HWH,HOWRAH JN.
37041,HWH-SHE LOCA,1,HWH,HOWRAH JN.,07:30:00,07:30:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37042,SHE-HWH LOCA,10,HWH,HOWRAH JN.,09:00:00,09:00:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37043,HWH-SHE LOCA,1,HWH,HOWRAH JN.,08:12:00,08:12:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37044,SHE-HWH LOCA,10,HWH,HOWRAH JN.,09:40:00,09:40:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37045,SHE-HWH LOCA,1,HWH,HOWRAH JN.,08:50:00,08:50:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37046,SHE-HWH LOCA,10,HWH,HOWRAH JN.,10:30:00,10:30:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37047,HWH-SHE LOCA,1,HWH,HOWRAH JN.,09:15:00,09:15:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37048,SHE-HWH LOCA,10,HWH,HOWRAH JN.,10:56:00,10:56:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37049,HWH-SHE LOCA,1,HWH,HOWRAH JN.,09:40:00,09:40:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37050,SHE-HWH LOCA,10,HWH,HOWRAH JN.,11:10:00,11:10:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37053,HWH-SHE LOCA,1,HWH,HOWRAH JN.,11:00:00,11:00:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37054,SHE-HWH LOCA,10,HWH,HOWRAH JN.,12:57:00,12:57:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37055,HWH-SHE LOCA,1,HWH,HOWRAH JN.,11:52:00,11:52:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37056,SHE-HWH LOCA,10,HWH,HOWRAH JN.,13:30:00,13:30:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37057,HWH- SHE LOC,1,HWH,HOWRAH JN.,15:50:00,15:50:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37058,SHE-HWH LOCA,10,HWH,HOWRAH JN.,17:23:00,17:23:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37060,SHE-HWH LOCA,10,HWH,HOWRAH JN.,18:02:00,00:00:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37061,HWH-SHE LOCA,1,HWH,HOWRAH JN.,16:50:00,16:50:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37062,SHE-HWH LOCA,10,HWH,HOWRAH JN.,18:20:00,18:20:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37063,HWH-SHE LOCA,1,HWH,HOWRAH JN.,17:00:00,17:00:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37064,SHE-HWH LOCA,10,HWH,HOWRAH JN.,18:55:00,18:55:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37065,HWH-SHE LOCA,1,HWH,HOWRAH JN.,18:25:00,18:25:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37066,SHE-HWH LOCA,10,HWH,HOWRAH JN.,20:05:00,20:05:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37067,HWH-SHE LOCA,1,HWH,HOWRAH JN.,10:25:00,10:25:00,0,HWH,HOWRAH JN.,SHE,SEORAPHULI JN.
37068,SHE-HWH LOCA,10,HWH,HOWRAH JN.,12:05:00,12:05:00,22,SHE,SEORAPHULI JN.,HWH,HOWRAH JN.
37111,HWH-BELURMAT,1,HWH,HOWRAH JN.,07:40:00,07:40:00,0,HWH,HOWRAH JN.,BRMH,BELURMATH
37112,BRMH - HWH L,3,HWH,HOWRAH JN.,08:48:00,08:48:00,6,BRMH,BELURMATH,HWH,HOWRAH JN.
37113,HWH-BRMH LOC,1,HWH,HOWRAH JN.,08:55:00,08:55:00,0,HWH,HOWRAH JN.,BRMH,BELURMATH
37114,BRMH - HWH L,3,HWH,HOWRAH JN.,09:55:00,09:55:00,6,BRMH,BELURMATH,HWH,HOWRAH JN.
37115,HWH-BRMH LOC,1,HWH,HOWRAH JN.,10:10:00,10:10:00,0,HWH,HOWRAH JN.,BRMH,BELURMATH
37116,BRMH - HWH L,3,HWH,HOWRAH JN.,11:20:00,11:20:00,6,BRMH,BELURMATH,HWH,HOWRAH JN.
37117,HWH-BRMH LOC,1,HWH,HOWRAH JN.,16:05:00,16:05:00,0,HWH,HOWRAH JN.,BRMH,BELURMATH
37118,BRMH - HWH L,3,HWH,HOWRAH JN.,17:10:00,17:10:00,6,BRMH,BELURMATH,HWH,HOWRAH JN.
37119,HWH-BRMH LOC,1,HWH,HOWRAH JN.,17:20:00,17:20:00,0,HWH,HOWRAH JN.,BRMH,BELURMATH
37120,BRMH - HWH L,3,HWH,HOWRAH JN.,18:25:00,18:25:00,6,BRMH,BELURMATH,HWH,HOWRAH JN.
37121,HWH-BRMH LOC,1,HWH,HOWRAH JN.,18:30:00,18:30:00,0,HWH,HOWRAH JN.,BRMH,BELURMATH
37122,BRMH - HWH L,3,HWH,HOWRAH JN.,19:35:00,19:35:00,6,BRMH,BELURMATH,HWH,HOWRAH JN.
37201,MATRIBHUMI L,1,HWH,HOWRAH JN.,18:55:00,18:55:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37202,BDC-HWH MATR,17,HWH,HOWRAH JN.,09:43:00,09:43:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37211,HWH-BDC LOCA,1,HWH,HOWRAH JN.,04:47:00,04:47:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37212,BDC-HWH LOCA,17,HWH,HOWRAH JN.,04:08:00,04:08:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37213,HWH-BDC LOCA,1,HWH,HOWRAH JN.,05:16:00,05:16:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37214,BDC-HWH LOCA,17,HWH,HOWRAH JN.,04:50:00,04:50:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37215,HWH-BDC LOCA,1,HWH,HOWRAH JN.,06:26:00,06:26:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37216,BDC-HWH LOCA,17,HWH,HOWRAH JN.,05:50:00,05:50:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37217,HWH - BDC LO,1,HWH,HOWRAH JN.,07:05:00,07:05:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37218,BDC-HWH LOCA,17,HWH,HOWRAH JN.,06:12:00,06:12:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37219,HWH-BDC LOCA,1,HWH,HOWRAH JN.,07:35:00,07:35:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37220,BDC-HWH LOCA,17,HWH,HOWRAH JN.,06:45:00,06:45:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37221,HWH-BDC LOCA,1,HWH,HOWRAH JN.,08:20:00,08:20:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37222,BDC-HWH LOCA,17,HWH,HOWRAH JN.,07:35:00,07:35:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37223,HWH-BDC LOCA,1,HWH,HOWRAH JN.,08:45:00,08:45:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37224,BDC-HWH LOCA,17,HWH,HOWRAH JN.,07:52:00,07:52:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37225,HWH-BDC LOCA,1,HWH,HOWRAH JN.,09:10:00,09:10:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37226,BDC-HWH LOCA,17,HWH,HOWRAH JN.,08:18:00,08:18:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37227,HWH-BDC LOCA,1,HWH,HOWRAH JN.,09:25:00,09:25:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37228,BDC-HWH LOCA,17,HWH,HOWRAH JN.,09:05:00,09:05:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37229,HWH - BDC LO,1,HWH,HOWRAH JN.,09:50:00,09:50:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37230,BDC-HWH LOCA,17,HWH,HOWRAH JN.,09:34:00,09:34:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37231,HWH-BDC LOCA,1,HWH,HOWRAH JN.,10:15:00,10:15:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37232,BDC-HWH LOCA,17,HWH,HOWRAH JN.,09:55:00,09:55:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37233,HWH-BDC LOCA,1,HWH,HOWRAH JN.,10:30:00,10:30:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37234,BDC-HWH LOCA,17,HWH,HOWRAH JN.,10:09:00,10:09:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37235,HWH-BDC LOCA,1,HWH,HOWRAH JN.,10:45:00,10:45:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37236,BDC-HWHLOCAL,17,HWH,HOWRAH JN.,10:48:00,10:48:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37237,HWH-BDC LOCA,1,HWH,HOWRAH JN.,10:55:00,10:55:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37238,BDC-HWH LOCA,17,HWH,HOWRAH JN.,11:32:00,11:32:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37239,HWH-BDC LOCA,1,HWH,HOWRAH JN.,11:15:00,11:15:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37240,BDC-HWH LOCA,17,HWH,HOWRAH JN.,11:50:00,11:50:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37241,HWH - BDC LO,1,HWH,HOWRAH JN.,12:00:00,12:00:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37242,BDC-HWH LOCA,17,HWH,HOWRAH JN.,12:25:00,12:25:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37243,HWH-BDC LOCA,1,HWH,HOWRAH JN.,12:20:00,12:20:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37244,BDC-HWH LOCA,17,HWH,HOWRAH JN.,13:20:00,13:20:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37245,HWH-BDC LOCA,1,HWH,HOWRAH JN.,12:55:00,12:55:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37246,BDC-HWH LOCA,17,HWH,HOWRAH JN.,13:47:00,13:47:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37247,HWH-BDC LOCA,1,HWH,HOWRAH JN.,13:15:00,13:15:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37248,BDC-HWH LOCA,17,HWH,HOWRAH JN.,14:20:00,14:20:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37249,HWH-BDC LOCA,1,HWH,HOWRAH JN.,13:25:00,13:25:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37250,BDC-HWH LOCA,17,HWH,HOWRAH JN.,14:35:00,14:35:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37251,HWH-BDC LOCA,1,HWH,HOWRAH JN.,13:33:00,13:33:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37252,BDC-HWH LOCA,17,HWH,HOWRAH JN.,15:16:00,15:16:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37253,HWH-BDC LOCA,1,HWH,HOWRAH JN.,14:40:00,14:40:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37254,BDC-HWH LOCA,17,HWH,HOWRAH JN.,15:57:00,15:57:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37255,HWH-BDC LOCA,1,HWH,HOWRAH JN.,15:00:00,15:00:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37256,BDC-HWH LOCA,17,HWH,HOWRAH JN.,16:10:00,16:10:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37257,HWH-BDC LOCA,1,HWH,HOWRAH JN.,15:35:00,15:35:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37258,BDC-HWH LOCA,17,HWH,HOWRAH JN.,16:38:00,16:38:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37259,HWH-BDC LOCA,1,HWH,HOWRAH JN.,16:16:00,16:16:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37260,BDC-HWH LOCA,17,HWH,HOWRAH JN.,17:08:00,17:08:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
